('AMC Empire 25', 300, 'IMAX', 'USA, New York'),
('TOHO Cinemas Namba', 240, 'Standard', 'Japan, Osaka'),
('T Joy Nijo', 290, 'IMAX', 'Japan, Kyoto'),
('MOVIX Kyoto', 170, 'Standard', 'Japan, Kyoto'),
('Cinesa La Maquinista', 280, 'IMAX', 'Spain, Barcelona'),
('Yelmo Cines Islazul', 230, 'Standard', 'Spain, Madrid'),
('Kinépolis Valencia', 200, '3D', 'Spain, Valencia'),
('Cine Sur Nervión Plaza', 310, '3D', 'Spain, Seville'),
('Yelmo Cines Plaza Mayor', 260, 'Standard', 'Spain, Málaga'),
('Cinesur El Tablero', 220, 'IMAX', 'Spain, Córdoba'),
('Yelmo Cines Vialia Málaga', 190, '3D', 'Spain, Málaga'),
('Cinesur Miramar Fuengirola', 240, 'Standard', 'Spain, Fuengirola'),
('Cinesa Diagonal Mar', 290, 'IMAX', 'Spain, Barcelona'),
('Yelmo Cines Tres Aguas', 170, 'Standard', 'Spain, Alcorcón'),
('ODEON Leicester Square', 280, 'IMAX', 'United Kingdom, London'),
('Vue West End', 230, 'Standard', 'United Kingdom, London'),
('Cineworld Sheffield', 200, '3D', 'United Kingdom, Sheffield'),
('Everyman Glasgow', 310, '3D', 'United Kingdom, Glasgow'),
('ODEON Liverpool ONE', 260, 'Standard', 'United Kingdom, Liverpool'),
('Cineworld Birmingham', 220, 'IMAX', 'United Kingdom, Birmingham'),
('Vue Manchester Printworks', 190, '3D', 'United Kingdom, Manchester'),
('ODEON Southampton', 240, 'Standard', 'United Kingdom, Southampton'),
('Curzon Mayfair', 290, 'IMAX', 'United Kingdom, London'),
('Cineworld Edinburgh', 170, 'Standard', 'United Kingdom, Edinburgh'),
('Broadway Circuit The ONE', 280, 'IMAX', 'Hong Kong, Kowloon'),
('UA Cityplaza', 230, 'Standard', 'Hong Kong, Hong Kong Island'),
('MOViE MOViE Pacific Place', 200, '3D', 'Hong Kong, Admiralty'),
('Broadway Circuit Cyberport', 310, '3D', 'Hong Kong, Cyberport'),
('UA iSQUARE', 260, 'Standard', 'Hong Kong, Tsim Sha Tsui'),
('Grand Ocean', 220, 'IMAX', 'Hong Kong, Tsuen Wan'),
('Broadway Circuit MegaBox', 190, '3D', 'Hong Kong, Kowloon Bay'),
('UA Megabox', 240, 'Standard', 'Hong Kong, Kowloon Bay'),
('Golden Harvest Tuen Mun Town Plaza', 290, 'IMAX', 'Hong Kong, Tuen Mun'),
('Palace ifc', 170, 'Standard', 'Hong Kong, Central'),
('Pathe Balexert', 280, 'IMAX', 'Switzerland, Geneva'),
('Arena Cinemas La Praille', 230, 'Standard', 'Switzerland, Geneva'),
('Kitag Cinemas Abaton', 200, '3D', 'Switzerland, Zurich'),
('Pathe Mall of Switzerland', 310, '3D', 'Switzerland, Ebikon'),
('Arena Cinemas Sihlcity', 260, 'Standard', 'Switzerland, Zurich'),
('Pathe Westside', 220, 'IMAX', 'Switzerland, Bern'),
('Kitag Cinemas Capitol', 190, '3D', 'Switzerland, Zurich'),
('Pathe Küchlin', 240, 'Standard', 'Switzerland, Basel'),
('Arena Cinemas Fribourg', 290, 'IMAX', 'Switzerland, Fribourg'),
('Pathe Rex', 170, 'Standard', 'Switzerland, Zurich'),
('Event Cinemas George Street', 280, 'IMAX', 'Australia, Sydney'),
('Hoyts Melbourne Central', 230, 'Standard', 'Australia, Melbourne'),
('Village Cinemas Crown', 200, '3D', 'Australia, Melbourne'),
('Event Cinemas Pacific Fair', 310, '3D', 'Australia, Gold Coast'),
('Hoyts Highpoint', 260, 'Standard', 'Australia, Melbourne'),
('Village Cinemas Doncaster', 220, 'IMAX', 'Australia, Melbourne'),
('Event Cinemas Chermside', 190, '3D', 'Australia, Brisbane'),
('Hoyts Sylvia Park', 240, 'Standard', 'Australia, Auckland'),
('Village Cinemas Southland', 290, 'IMAX', 'Australia, Melbourne'),
('Event Cinemas Marion', 170, 'Standard', 'Australia, Adelaide'),
('Kinoplex Leblon', 280, 'IMAX', 'Brazil, Rio de Janeiro'),
('Cinépolis JK Iguatemi', 230, 'Standard', 'Brazil, São Paulo'),
('Kinoplex Itaim', 200, '3D', 'Brazil, São Paulo'),
('Cinemark Botafogo Praia Shopping', 310, '3D', 'Brazil, Rio de Janeiro'),
('Cinesystem Morumbi Town', 260, 'Standard', 'Brazil, São Paulo'),
('UCI Kinoplex NorteShopping', 220, 'IMAX', 'Brazil, Rio de Janeiro'),
('Cinépolis Santa Úrsula', 190, '3D', 'Brazil, Ribeirão Preto'),
('Kinoplex Shopping Vila Olímpia', 240, 'Standard', 'Brazil, São Paulo'),
('Cinemark Shopping Eldorado', 290, 'IMAX', 'Brazil, São Paulo'),
('Cinépolis RioMar Recife', 170, 'Standard', 'Brazil, Recife'),
('Cairo Festival City Mall Cinemas', 280, 'IMAX', 'Egypt, Cairo'),
('Americana Plaza Mall Cinemas', 230, 'Standard', 'Egypt, Cairo'),
('Point 90 Mall Cinemas', 200, '3D', 'Egypt, New Cairo'),
('Cityscape Mall Cinemas', 310, '3D', 'Egypt, 6th of October City'),
('Dandy Mega Mall Cinemas', 260, 'Standard', 'Egypt, Cairo'),
('City Stars Mall Cinemas', 220, 'IMAX', 'Egypt, Cairo'),
('Mall of Arabia Cinemas', 190, '3D', 'Egypt, 6th of October City'),
('San Stefano Mall Cinemas', 240, 'Standard', 'Egypt, Alexandria'),
('Downtown Mall Cinemas', 290, 'IMAX', 'Egypt, New Cairo'),
('Arkan Plaza Cinemas', 170, 'Standard', 'Egypt, Sheikh Zayed'),
('Nueplex Cinemas, The Place', 280, 'IMAX', 'Pakistan, Karachi'),
('Cinepax Ocean Mall', 230, 'Standard', 'Pakistan, Karachi'),
('Universal Cinemas Emporium Mall', 200, '3D', 'Pakistan, Lahore'),
('Cinegold Plex Bahria Town', 310, '3D', 'Pakistan, Rawalpindi'),
('Nueplex Cinemas Rashid Minhas Road', 260, 'Standard', 'Pakistan, Karachi'),
('Cinepax Amanah Mall', 220, 'IMAX', 'Pakistan, Lahore'),
('Cinegold Plex Packages Mall', 190, '3D', 'Pakistan, Lahore'),
('Nueplex Cinemas The Place DHA', 240, 'Standard', 'Pakistan, Karachi'),
('Cinepax Fortress Square', 290, 'IMAX', 'Pakistan, Lahore'),
('Universal Cinemas Multan', 170, 'Standard', 'Pakistan, Multan'),
('Star Cineplex Bashundhara City', 280, 'IMAX', 'Bangladesh, Dhaka'),
('Blockbuster Cinemas Jamuna Future Park', 230, 'Standard', 'Bangladesh, Dhaka'),
('Balaka Cineworld', 200, '3D', 'Bangladesh, Dhaka'),
('Star Cineplex Shimanto Shambhar', 310, '3D', 'Bangladesh, Dhaka'),
('Shyamoli Cinema', 260, 'Standard', 'Bangladesh, Dhaka'),
('Star Cineplex SKS Tower', 220, 'IMAX', 'Bangladesh, Dhaka'),
('Blockbuster Cinemas Concord Bakshibazar', 190, '3D', 'Bangladesh, Dhaka'),
('Star Cineplex Bashundhara Residential Area', 240, 'Standard', 'Bangladesh, Dhaka'),
('Shyamoli Cinema Chittagong', 290, 'IMAX', 'Bangladesh, Chittagong'),
('Balaka Cineworld Cox''s Bazar', 170, 'Standard', 'Bangladesh, Coxs Bazar'),
('Vie Show Cinemas Taipei Hsin Yi', 280, 'IMAX', 'Taiwan, Taipei'),
('Miramar Cinemas', 230, 'Standard', 'Taiwan, Taipei'),
('Ambassador Theaters', 200, '3D', 'Taiwan, Taipei'),
('Vie Show Cinemas Taipei Q Square', 310, '3D', 'Taiwan, Taipei'),
('Shin Kong Cinemas', 260, 'Standard', 'Taiwan, Taipei'),
('Vie Show Cinemas Taichung Tiger City', 220, 'IMAX', 'Taiwan, Taichung'),
('Showtime Cinemas Taichung', 190, '3D', 'Taiwan, Taichung'),
('Vie Show Cinemas Tainan', 240, 'Standard', 'Taiwan, Tainan'),
('MegaCity Cineplex', 290, 'IMAX', 'Taiwan, Kaohsiung'),
('Vie Show Cinemas Kaohsiung', 170, 'Standard', 'Taiwan, Kaohsiung'),
('Ster-Kinekor Sandton City', 280, 'IMAX', 'South Africa, Johannesburg'),
('Nu Metro Canal Walk', 230, 'Standard', 'South Africa, Cape Town'),
('Ster-Kinekor Eastgate', 200, '3D', 'South Africa, Johannesburg'),
('Nu Metro Menlyn Park', 310, '3D', 'South Africa, Pretoria'),
('Ster-Kinekor Gateway', 260, 'Standard', 'South Africa, Durban'),
('Nu Metro The Glen', 220, 'IMAX', 'South Africa, Johannesburg'),
('Ster-Kinekor Tygervalley', 190, '3D', 'South Africa, Cape Town'),
('Nu Metro Hyde Park', 240, 'Standard', 'South Africa, Johannesburg'),
('Ster-Kinekor Mall of Africa', 290, 'IMAX', 'South Africa, Midrand'),
('Nu Metro Clearwater Mall', 170, 'Standard', 'South Africa, Roodepoort'),
('VOX Cinemas Riyadh Park', 280, 'IMAX', 'Saudi Arabia, Riyadh'),
('AMC Cinemas Red Sea Mall', 230, 'Standard', 'Saudi Arabia, Jeddah'),
('Empire Cinemas Mall of Arabia', 200, '3D', 'Saudi Arabia, Jeddah'),
('Muvi Cinemas Panorama Mall', 310, '3D', 'Saudi Arabia, Riyadh'),
('VOX Cinemas Riyadh Front', 260, 'Standard', 'Saudi Arabia, Riyadh'),
('AMC Cinemas Granada Center', 220, 'IMAX', 'Saudi Arabia, Riyadh'),
('Empire Cinemas Al Andalus', 190, '3D', 'Saudi Arabia, Jeddah'),
('Muvi Cinemas Nakheel Mall', 240, 'Standard', 'Saudi Arabia, Riyadh'),
('VOX Cinemas Red Sea Housing', 290, 'IMAX', 'Saudi Arabia, Jeddah'),
('AMC Cinemas Al Khobar', 170, 'Standard', 'Saudi Arabia, Al Khobar'),
('Hoyts Abasto', 280, 'IMAX', 'Argentina, Buenos Aires'),
('Cinemark Palermo', 230, 'Standard', 'Argentina, Buenos Aires'),
('Village Cines Recoleta', 200, '3D', 'Argentina, Buenos Aires'),
('Cinema Devoto', 310, '3D', 'Argentina, Buenos Aires'),
('Hoyts Dot Baires', 260, 'Standard', 'Argentina, Buenos Aires'),
('Cinemark Caballito', 220, 'IMAX', 'Argentina, Buenos Aires'),
('Village Cines Avellaneda', 190, '3D', 'Argentina, Avellaneda'),
('Cinema Belgrano Multiplex', 240, 'Standard', 'Argentina, Buenos Aires'),
('Hoyts Unicenter', 290, 'IMAX', 'Argentina, Martínez'),
('Cinemark Malvinas Argentinas', 170, 'Standard', 'Argentina, Malvinas Argentinas'),
('UCI Cinemas Pioltello', 280, 'IMAX', 'Italy, Milan'),
('The Space Cinema Odeon', 230, 'Standard', 'Italy, Milan'),
('Cinema Arcobaleno', 200, '3D', 'Italy, Milan'),
('UCI Cinemas Bicocca', 310, '3D', 'Italy, Milan'),
('The Space Cinema MilanoFiori', 260, 'Standard', 'Italy, Assago'),
('Cinema Mexico', 220, 'IMAX', 'Italy, Milan'),
('UCI Cinemas Certosa', 190, '3D', 'Italy, Milan'),
('Cinema Centrale', 290, 'IMAX', 'Italy, Milan'),
('UCI Cinemas Casoria', 170, 'Standard', 'Italy, Naples'),
('SM Cinema Megamall', 280, 'IMAX', 'Philippines, Mandaluyong'),
('Ayala Malls Cinemas Greenbelt 3', 230, 'Standard', 'Philippines, Makati'),
('SM Cinema Mall of Asia', 200, '3D', 'Philippines, Pasay'),
('Robinsons Movieworld Galleria', 310, '3D', 'Philippines, Quezon City'),
('SM Cinema North Edsa', 260, 'Standard', 'Philippines, Quezon City'),
('Ayala Malls Cinemas Trinoma', 220, 'IMAX', 'Philippines, Quezon City'),
('SM Cinema Fairview Terraces', 190, '3D', 'Philippines, Quezon City'),
('Robinsons Movieworld Magnolia', 240, 'Standard', 'Philippines, Quezon City'),
('SM Cinema Aura Premier', 290, 'IMAX', 'Philippines, Taguig'),
('Ayala Malls Cinemas U.P. Town Center', 170, 'Standard', 'Philippines, Quezon City'),
('VOX Cinemas Mall of the Emirates', 280, 'IMAX', 'UAE, Dubai'),
('Novo Cinemas Ibn Battuta Mall', 230, 'Standard', 'UAE, Dubai'),
('Roxy Cinemas City Walk', 200, '3D', 'UAE, Dubai'),
('CineRoyal Khalidiyah Mall', 310, '3D', 'UAE, Abu Dhabi'),
('VOX Cinemas Yas Mall', 260, 'Standard', 'UAE, Abu Dhabi'),
('Novo Cinemas Dragon Mart', 220, 'IMAX', 'UAE, Dubai'),
('Roxy Cinemas The Beach', 190, '3D', 'UAE, Dubai'),
('CineRoyal Dalma Mall', 240, 'Standard', 'UAE, Abu Dhabi'),
('VOX Cinemas Deira City Centre', 290, 'IMAX', 'UAE, Dubai'),
('Novo Cinemas Dubai Festival City', 170, 'Standard', 'UAE, Dubai'),
('Filmhouse IMAX Lekki', 280, 'IMAX', 'Nigeria, Lagos'),
('Genesis Deluxe Cinemas Palms', 230, 'Standard', 'Nigeria, Lagos'),
('Silverbird Cinemas Ikeja', 200, '3D', 'Nigeria, Lagos'),
('Filmhouse Surulere', 310, '3D', 'Nigeria, Lagos'),
('Genesis Deluxe Cinemas Maryland Mall', 260, 'Standard', 'Nigeria, Lagos'),
('Silverbird Cinemas Festival Mall', 220, 'IMAX', 'Nigeria, Lagos'),
('Filmhouse IMAX Apapa', 190, '3D', 'Nigeria, Lagos'),
('Genesis Deluxe Cinemas Sangotedo', 240, 'Standard', 'Nigeria, Lagos'),
('Silverbird Cinemas Victoria Island', 290, 'IMAX', 'Nigeria, Lagos'),
('Filmhouse Calabar', 170, 'Standard', 'Nigeria, Calabar'),
('Karofilm', 280, 'IMAX', 'Russia, Moscow'),
('Cinema Park Metropolis', 230, 'Standard', 'Russia, Moscow'),
('Formula Kino Gorizont', 200, '3D', 'Russia, Saint Petersburg'),
('Kinomax Khimki', 310, '3D', 'Russia, Khimki'),
('Cinema Park Mega Belaya Dacha', 260, 'Standard', 'Russia, Kotelniki'),
('Luxor Cinema Center', 220, 'IMAX', 'Russia, Saint Petersburg'),
('Formula Kino Europa City Mall', 190, '3D', 'Russia, Moscow'),
('Cinema Park Kurskaya', 240, 'Standard', 'Russia, Moscow'),
('Formula Kino TSUM', 290, 'IMAX', 'Russia, Moscow'),
('Cinema Park Triumph Mall', 170, 'Standard', 'Russia, Saint Petersburg'),
('Cinemex Reforma', 280, 'IMAX', 'Mexico, Mexico City'),
('Cinepolis Perisur', 230, 'Standard', 'Mexico, Mexico City'),
('Cinemex Antara', 200, '3D', 'Mexico, Mexico City'),
('Cinepolis Universidad', 310, '3D', 'Mexico, Mexico City'),
('Cinemex Santa Fe', 260, 'Standard', 'Mexico, Mexico City'),
('Cinepolis Diana', 220, 'IMAX', 'Mexico, Mexico City'),
('Cinemex Pabellon Polanco', 190, '3D', 'Mexico, Mexico City'),
('Cinepolis Oasis Coyoacan', 240, 'Standard', 'Mexico, Mexico City'),
('Cinemex Satelite', 290, 'IMAX', 'Mexico, Naucalpan'),
('Cinepolis Plaza Carso', 170, 'Standard', 'Mexico, Mexico City'),
('Cineplex Scotiabank Theatre Toronto', 280, 'IMAX', 'Canada, Toronto'),
('Landmark Cinemas 24 Kanata', 230, 'Standard', 'Canada, Ottawa'),
('Cineplex Cinemas Vaughan', 200, '3D', 'Canada, Vaughan'),
('Landmark Cinemas 16 Country Hills', 310, '3D', 'Canada, Calgary'),
('Cineplex Cinemas Coquitlam', 260, 'Standard', 'Canada, Coquitlam'),
('Landmark Cinemas 12 Guildford', 220, 'IMAX', 'Canada, Surrey'),
('Cineplex Cinemas Dartmouth Crossing', 190, '3D', 'Canada, Dartmouth'),
('Landmark Cinemas 10 Shawnessy', 240, 'Standard', 'Canada, Calgary'),
('Cineplex Cinemas Langley', 290, 'IMAX', 'Canada, Langley'),
('Landmark Cinemas 6 Jackson Square', 170, 'Standard', 'Canada, Hamilton'),
('Cinemaximum Zorlu Center', 280, 'IMAX', 'Turkey, Istanbul'),
('Cinemaximum Kanyon', 230, 'Standard', 'Turkey, Istanbul'),
('Cinemaximum İstinye Park', 200, '3D', 'Turkey, Istanbul'),
('Cinemaximum Akasya', 310, '3D', 'Turkey, Istanbul'),
('Cinemaximum Marmara Forum', 260, 'Standard', 'Turkey, Istanbul'),
('Cinemaximum Trump Towers', 220, 'IMAX', 'Turkey, Istanbul'),
('Cinemaximum Palladium', 190, '3D', 'Turkey, Istanbul'),
('Cinemaximum Capacity', 240, 'Standard', 'Turkey, Istanbul'),
('Cinemaximum Carousel', 290, 'IMAX', 'Turkey, Istanbul'),
('Cinemaximum Piazza', 170, 'Standard', 'Turkey, Istanbul'),
('CGV Yongsan', 280, 'IMAX', 'South Korea, Seoul'),
('Lotte Cinema World Tower', 230, 'Standard', 'South Korea, Seoul'),
('Megabox COEX', 200, '3D', 'South Korea, Seoul'),
('CGV Gangbyeon', 310, '3D', 'South Korea, Seoul'),
('Lotte Cinema Nowon', 260, 'Standard', 'South Korea, Seoul'),
('Megabox Sinchon', 220, 'IMAX', 'South Korea, Seoul'),
('CGV Wangsimni', 190, '3D', 'South Korea, Seoul'),
('Lotte Cinema Hongdae', 240, 'Standard', 'South Korea, Seoul'),
('Megabox Dongdaemun', 290, 'IMAX', 'South Korea, Seoul'),
('CGV Mokdong', 170, 'Standard', 'South Korea, Seoul'),
('TGV Cinemas Sunway Pyramid', 280, 'IMAX', 'Malaysia, Petaling Jaya'),
('GSC Mid Valley Megamall', 230, 'Standard', 'Malaysia, Kuala Lumpur'),
('MBO Cinemas Bukit Tinggi', 200, '3D', 'Malaysia, Klang'),
('TGV Cinemas 1 Utama', 310, '3D', 'Malaysia, Petaling Jaya'),
('GSC Pavilion KL', 260, 'Standard', 'Malaysia, Kuala Lumpur'),
('MBO Cinemas Setapak Sentral', 220, 'IMAX', 'Malaysia, Kuala Lumpur'),
('TGV Cinemas KLCC', 190, '3D', 'Malaysia, Kuala Lumpur'),
('GSC IOI City Mall', 240, 'Standard', 'Malaysia, Putrajaya'),
('MBO Cinemas KSL City', 290, 'IMAX', 'Malaysia, Johor Bahru'),
('TGV Cinemas Gurney Paragon', 170, 'Standard', 'Malaysia, Penang'),
('CGV Grand Indonesia', 280, 'IMAX', 'Indonesia, Jakarta'),
('XXI Plaza Indonesia', 230, 'Standard', 'Indonesia, Jakarta'),
('CGV Senayan City', 200, '3D', 'Indonesia, Jakarta'),
('Ciputra World XXI', 310, '3D', 'Indonesia, Surabaya'),
('CGV Transmart Buah Batu', 260, 'Standard', 'Indonesia, Bandung'),
('XXI Mall Kelapa Gading', 220, 'IMAX', 'Indonesia, Jakarta'),
('CGV Paris Van Java', 190, '3D', 'Indonesia, Bandung'),
('XXI Beachwalk', 240, 'Standard', 'Indonesia, Bali'),
('CGV Tunjungan Plaza', 290, 'IMAX', 'Indonesia, Surabaya'),
('XXI Supermal Karawaci', 170, 'Standard', 'Indonesia, Tangerang'),
('CGV Vincom Dong Khoi', 280, 'IMAX', 'Vietnam, Ho Chi Minh City'),
('Lotte Cinema Cantavil', 230, 'Standard', 'Vietnam, Ho Chi Minh City'),
('Galaxy Nguyen Du', 200, '3D', 'Vietnam, Ho Chi Minh City'),
('CGV Vincom Go Vap', 310, '3D', 'Vietnam, Ho Chi Minh City'),
('Lotte Cinema NowZone', 260, 'Standard', 'Vietnam, Ho Chi Minh City'),
('Galaxy Nguyen Trai', 220, 'IMAX', 'Vietnam, Ho Chi Minh City'),
('CGV Vincom Thao Dien', 190, '3D', 'Vietnam, Ho Chi Minh City'),
('Lotte Cinema Thu Duc', 240, 'Standard', 'Vietnam, Ho Chi Minh City'),
('Galaxy Quang Trung', 290, 'IMAX', 'Vietnam, Ho Chi Minh City'),
('CGV Vincom Binh Thanh', 170, 'Standard', 'Vietnam, Ho Chi Minh City'),
('Cineplanet Alcázar', 280, 'IMAX', 'Peru, Lima'),
('Cinemark Open Plaza Angamos', 230, 'Standard', 'Peru, Lima'),
('Cineplanet Primavera', 200, '3D', 'Peru, Lima'),
('UVK Multicines Larcomar', 310, '3D', 'Peru, Lima'),
('Cinemark Mall Aventura Plaza Bellavista', 260, 'Standard', 'Peru, Callao'),
('Cineplanet San Miguel', 220, 'IMAX', 'Peru, Lima'),
('Cinemark Jockey Plaza', 190, '3D', 'Peru, Lima'),
('UVK Multicines Basadre', 240, 'Standard', 'Peru, Lima'),
('Cineplanet Plaza San Miguel', 290, 'IMAX', 'Peru, Lima'),
('Cinemark MegaPlaza', 170, 'Standard', 'Peru, Lima'),
('Cinépolis La Reina', 280, 'IMAX', 'Chile, Santiago'),
('Hoyts Parque Arauco', 230, 'Standard', 'Chile, Santiago'),
('Cinemark Plaza Vespucio', 200, '3D', 'Chile, La Florida'),
('Cineplanet Costanera Center', 310, '3D', 'Chile, Santiago'),
('Cinépolis Florida Center', 260, 'Standard', 'Chile, La Florida'),
('Hoyts Maipú', 220, 'IMAX', 'Chile, Maipú'),
('Cinemark Mall Marina Arauco', 190, '3D', 'Chile, Viña del Mar'),
('Cinépolis Plaza Oeste', 240, 'Standard', 'Chile, Cerrillos'),
('Hoyts Plaza Egaña', 290, 'IMAX', 'Chile, La Reina'),
('Cinemark Mall Plaza Norte', 170, 'Standard', 'Chile, Huechuraba'),
('Village Cinemas Athens Mall', 280, 'IMAX', 'Greece, Athens'),
('Odeon Kifisia Cinemas', 230, 'Standard', 'Greece, Kifisia'),
('Cinepolis Syntagma', 200, '3D', 'Greece, Athens'),
('Village Cinemas Golden Hall', 310, '3D', 'Greece, Marousi'),
('Odeon Glyfada Cinemas', 260, 'Standard', 'Greece, Glyfada'),
('Cineplexx Larissa', 220, 'IMAX', 'Greece, Larissa'),
('Village Cinemas Thessaloniki', 190, '3D', 'Greece, Thessaloniki'),
('Odeon Piraeus Cinemas', 240, 'Standard', 'Greece, Piraeus'),
('Cinepolis Larissa', 290, 'IMAX', 'Greece, Larissa'),
('Village Cinemas Mediterranean Cosmos', 170, 'Standard', 'Greece, Thessaloniki'),
('Cine Colombia Santafé', 280, 'IMAX', 'Colombia, Bogotá'),
('Cinemark Plaza de las Américas', 230, 'Standard', 'Colombia, Bogotá'),
('Cine Colombia Titán Plaza', 200, '3D', 'Colombia, Bogotá'),
('Cinépolis Hayuelos', 310, '3D', 'Colombia, Bogotá'),
('Cine Colombia Gran Estación', 260, 'Standard', 'Colombia, Bogotá'),
('Cinemark Multicentro', 220, 'IMAX', 'Colombia, Bogotá'),
('Cine Colombia Unicentro', 190, '3D', 'Colombia, Bogotá'),
('Cinépolis Salitre Plaza', 240, 'Standard', 'Colombia, Bogotá'),
('Cine Colombia Calima', 290, 'IMAX', 'Colombia, Bogotá'),
('Cinemark Calle 100', 170, 'Standard', 'Colombia, Bogotá'),
('Cine Yelmo Ideal', 280, 'IMAX', 'Spain, Madrid'),
('Cinesa Diagonal', 230, 'Standard', 'Spain, Barcelona'),
('Yelmo Cines Plaza Norte 2', 200, '3D', 'Spain, San Sebastián de los Reyes'),
('Cinesa La Maquinista', 310, '3D', 'Spain, Barcelona'),
('Cine Yelmo Islazul', 260, 'Standard', 'Spain, Madrid'),
('Cinesa Xanadú', 220, 'IMAX', 'Spain, Arroyomolinos'),
('Yelmo Cines Rivas Futura', 190, '3D', 'Spain, Rivas-Vaciamadrid'),
('Cinesa Parque Corredor', 240, 'Standard', 'Spain, Torrejón de Ardoz'),
('Cine Yelmo Planetocio', 290, 'IMAX', 'Spain, Collado Villalba'),
('Cinesa Marineda City', 170, 'Standard', 'Spain, A Coruña'),
('Major Cineplex CentralWorld', 280, 'IMAX', 'Thailand, Bangkok'),
('SF Cinema City MBK Center', 230, 'Standard', 'Thailand, Bangkok'),
('Major Cineplex Ratchayothin', 200, '3D', 'Thailand, Bangkok'),
('SF Cinema City Terminal 21', 310, '3D', 'Thailand, Bangkok'),
('Major Cineplex Pinklao', 260, 'Standard', 'Thailand, Bangkok'),
('SF Cinema City CentralPlaza Grand Rama 9', 220, 'IMAX', 'Thailand, Bangkok'),
('Major Cineplex Pattaya', 190, '3D', 'Thailand, Pattaya'),
('SF Cinema City CentralFestival Chiang Mai', 240, 'Standard', 'Thailand, Chiang Mai'),
('Major Cineplex Lotus Khon Kaen', 290, 'IMAX', 'Thailand, Khon Kaen'),
('SF Cinema City CentralPlaza Udon Thani', 170, 'Standard', 'Thailand, Udon Thani'),
('Filmstaden Sergel', 280, 'IMAX', 'Sweden, Stockholm'),
('SF Bio Malmö', 230, 'Standard', 'Sweden, Malmö'),
('Filmstaden Scandinavia', 200, '3D', 'Sweden, Solna'),
('SF Bio Göteborg', 310, '3D', 'Sweden, Gothenburg'),
('Filmstaden Heron City', 260, 'Standard', 'Sweden, Kungens Kurva'),
('SF Bio Uppsala', 220, 'IMAX', 'Sweden, Uppsala'),
('Filmstaden Linköping', 190, '3D', 'Sweden, Linköping'),
('SF Bio Västerås', 240, 'Standard', 'Sweden, Västerås'),
('Filmstaden Örebro', 290, 'IMAX', 'Sweden, Örebro'),
('SF Bio Helsingborg', 170, 'Standard', 'Sweden, Helsingborg'),
('Odeon Oslo', 280, 'IMAX', 'Norway, Oslo'),
('Nordisk Film Kino Trondheim', 230, 'Standard', 'Norway, Trondheim'),
('Odeon Sandvika', 200, '3D', 'Norway, Sandvika'),
('Nordisk Film Kino Stavanger', 310, '3D', 'Norway, Stavanger'),
('Odeon Bergen', 260, 'Standard', 'Norway, Bergen'),
('Nordisk Film Kino Kristiansand', 220, 'IMAX', 'Norway, Kristiansand'),
('Odeon Moss', 190, '3D', 'Norway, Moss'),
('Nordisk Film Kino Drammen', 240, 'Standard', 'Norway, Drammen'),
('Odeon Skien', 290, 'IMAX', 'Norway, Skien'),
('Nordisk Film Kino Tønsberg', 170, 'Standard', 'Norway, Tønsberg'),
('Kitag Kino Bellevue', 280, 'IMAX', 'Switzerland, Zurich'),
('Pathe Kino Sihlcity', 230, 'Standard', 'Switzerland, Zurich'),
('Kitag Kino Capitol', 200, '3D', 'Switzerland, Basel'),
('Pathe Kino Mall of Switzerland', 310, '3D', 'Switzerland, Ebikon'),
('Kitag Kino Corso', 260, 'Standard', 'Switzerland, Zurich'),
('Pathe Kino Westside', 220, 'IMAX', 'Switzerland, Bern'),
('Kitag Kino Abaton', 190, '3D', 'Switzerland, Zurich'),
('Pathe Kino Freiburg', 240, 'Standard', 'Switzerland, Fribourg'),
('Kitag Kino Maxx', 290, 'IMAX', 'Switzerland, Winterthur'),
('Pathe Kino La Praille', 170, 'Standard', 'Switzerland, Geneva'),
('Golden Village VivoCity', 280, 'IMAX', 'Singapore, Singapore'),
('Cathay Cineplex Causeway Point', 230, 'Standard', 'Singapore, Woodlands'),
('Golden Village Suntec City', 200, '3D', 'Singapore, Singapore'),
('Cathay Cineplex JEM', 310, '3D', 'Singapore, Singapore'),
('Golden Village Jurong Point', 260, 'Standard', 'Singapore, Jurong West'),
('Cathay Cineplex AMK Hub', 220, 'IMAX', 'Singapore, Ang Mo Kio'),
('Golden Village Plaza Singapura', 190, '3D', 'Singapore, Singapore'),
('Cathay Cineplex The Cathay', 240, 'Standard', 'Singapore, Singapore'),
('Golden Village Bishan', 290, 'IMAX', 'Singapore, Bishan'),
('Cathay Cineplex Cineleisure Orchard', 170, 'Standard', 'Singapore, Singapore'),
('Cinema City Nový Smíchov', 280, 'IMAX', 'Czech Republic, Prague'),
('CineStar Anděl', 230, 'Standard', 'Czech Republic, Prague'),
('Cinema City Flora', 200, '3D', 'Czech Republic, Prague'),
('CineStar Černý Most', 310, '3D', 'Czech Republic, Prague'),
('Cinema City Chodov', 260, 'Standard', 'Czech Republic, Prague'),
('CineStar Eden', 220, 'IMAX', 'Czech Republic, Prague'),
('Cinema City Galaxie', 190, '3D', 'Czech Republic, Prague'),
('CineStar Pankrác', 240, 'Standard', 'Czech Republic, Prague'),
('Cinema City Letňany', 290, 'IMAX', 'Czech Republic, Prague'),
('CineStar Anděl - VIP', 170, 'Standard', 'Czech Republic, Prague'),
